fips,city,state,cum_total_confirmed_to_date
84034031,Passaic,New Jersey,26806
84034033,Salem,New Jersey,1457
84034035,Somerset,New Jersey,8251
84034037,Sussex,New Jersey,2278
84090034,Unassigned,New Jersey,650
84034039,Union,New Jersey,25763
84034041,Warren,New Jersey,2215
84035001,Bernalillo,New Mexico,21178
84035003,Catron,New Mexico,32
84035005,Chaves,New Mexico,3844
84035006,Cibola,New Mexico,1318
84035007,Colfax,New Mexico,130
84035009,Curry,New Mexico,2790
84035011,De Baca,New Mexico,32
84035013,Dona Ana,New Mexico,11857
84035015,Eddy,New Mexico,2508
84035017,Grant,New Mexico,414
84035019,Guadalupe,New Mexico,96
84035021,Harding,New Mexico,4
84035023,Hidalgo,New Mexico,158
84035025,Lea,New Mexico,3564
84035027,Lincoln,New Mexico,637
84035028,Los Alamos,New Mexico,110
84035029,Luna,New Mexico,1745
84035031,McKinley,New Mexico,5990
84035033,Mora,New Mexico,32
84035035,Otero,New Mexico,1172
84080035,Out of NM,New Mexico,0
84035037,Quay,New Mexico,193
84035039,Rio Arriba,New Mexico,1055
84035041,Roosevelt,New Mexico,863
84035045,San Juan,New Mexico,4935
84035047,San Miguel,New Mexico,347
84035043,Sandoval,New Mexico,3946
84035049,Santa Fe,New Mexico,4098
84035051,Sierra,New Mexico,237
84035053,Socorro,New Mexico,510
84035055,Taos,New Mexico,652
84035057,Torrance,New Mexico,226
84090035,Unassigned,New Mexico,2438
84035059,Union,New Mexico,90
84035061,Valencia,New Mexico,2239
84036001,Albany,New York,5013
84036003,Allegany,New York,807
84036005,Bronx,New York,60635
84036007,Broome,New York,4792
84036009,Cattaraugus,New York,842
84036011,Cayuga,New York,698
84036013,Chautauqua,New York,1362
84036015,Chemung,New York,2571
84036017,Chenango,New York,551
84036019,Clinton,New York,412
84036021,Columbia,New York,952
84036023,Cortland,New York,870
84036025,Delaware,New York,300
84036027,Dutchess,New York,6569
84036029,Erie,New York,20554
84036031,Essex,New York,246
84036033,Franklin,New York,229
84036035,Fulton,New York,429
84036037,Genesee,New York,735
84036039,Greene,New York,622
84036041,Hamilton,New York,36
84036043,Herkimer,New York,564
84036045,Jefferson,New York,407
84036047,Kings,New York,84130
84036049,Lewis,New York,300
84036051,Livingston,New York,577
84036053,Madison,New York,795
84036055,Monroe,New York,12092
84036057,Montgomery,New York,376
84036059,Nassau,New York,56269
84036061,New York,New York,41996
84036063,Niagara,New York,3088
84036065,Oneida,New York,4038
84036067,Onondaga,New York,8947
84036069,Ontario,New York,1072
84036071,Orange,New York,15799
84036073,Orleans,New York,554
84036075,Oswego,New York,1164
84036077,Otsego,New York,505
84080036,Out of NY,New York,0
84036079,Putnam,New York,2356
84036081,Queens,New York,85284
84036083,Rensselaer,New York,1494
84036085,Richmond,New York,20790
84036087,Rockland,New York,20511
84036091,Saratoga,New York,1875
84036093,Schenectady,New York,2062
84036095,Schoharie,New York,166
84036097,Schuyler,New York,253
84036099,Seneca,New York,240
84036089,St. Lawrence,New York,658
84036101,Steuben,New York,1525
84036103,Suffolk,New York,55807
84036105,Sullivan,New York,2065
84036107,Tioga,New York,1013
84036109,Tompkins,New York,876
84036111,Ulster,New York,3004
84090036,Unassigned,New York,0
84036113,Warren,New York,537
84036115,Washington,New York,418
84036117,Wayne,New York,901
84036119,Westchester,New York,46469
84036121,Wyoming,New York,397
84036123,Yates,New York,224
84037001,Alamance,North Carolina,6473
84037003,Alexander,North Carolina,1430
84037005,Alleghany,North Carolina,373
84037007,Anson,North Carolina,852
84037009,Ashe,North Carolina,701
84037011,Avery,North Carolina,847
84037013,Beaufort,North Carolina,1610
84037015,Bertie,North Carolina,843
84037017,Bladen,North Carolina,1258
84037019,Brunswick,North Carolina,2719
84037021,Buncombe,North Carolina,5123
84037023,Burke,North Carolina,3492
84037025,Cabarrus,North Carolina,6267
84037027,Caldwell,North Carolina,3242
84037029,Camden,North Carolina,168
84037031,Carteret,North Carolina,1554
84037033,Caswell,North Carolina,773
84037035,Catawba,North Carolina,6149
84037037,Chatham,North Carolina,2261
84037039,Cherokee,North Carolina,895
84037041,Chowan,North Carolina,580
84037043,Clay,North Carolina,272
84037045,Cleveland,North Carolina,3952
84037047,Columbus,North Carolina,2430
84037049,Craven,North Carolina,2871
84037051,Cumberland,North Carolina,8764
84037053,Currituck,North Carolina,304
84037055,Dare,North Carolina,580
84037057,Davidson,North Carolina,4794
84037059,Davie,North Carolina,1104
84037061,Duplin,North Carolina,3195
84037063,Durham,North Carolina,10616
84037065,Edgecombe,North Carolina,2380
84037067,Forsyth,North Carolina,11909
84037069,Franklin,North Carolina,1813
84037071,Gaston,North Carolina,9418
84037073,Gates,North Carolina,194
84037075,Graham,North Carolina,268
84037077,Granville,North Carolina,2379
84037079,Greene,North Carolina,1133
84037081,Guilford,North Carolina,15130
84037083,Halifax,North Carolina,1825
84037085,Harnett,North Carolina,3657
84037087,Haywood,North Carolina,979
84037089,Henderson,North Carolina,2931
84037091,Hertford,North Carolina,937
84037093,Hoke,North Carolina,1861
84037095,Hyde,North Carolina,181
84037097,Iredell,North Carolina,4951
84037099,Jackson,North Carolina,1325
84037101,Johnston,North Carolina,7054
84037103,Jones,North Carolina,239
84037105,Lee,North Carolina,2360
84037107,Lenoir,North Carolina,1935
84037109,Lincoln,North Carolina,3118
84037113,Macon,North Carolina,894
84037115,Madison,North Carolina,440
84037117,Martin,North Carolina,775
84037111,McDowell,North Carolina,1677
84037119,Mecklenburg,North Carolina,40220
84037121,Mitchell,North Carolina,459
84037123,Montgomery,North Carolina,1330
84037125,Moore,North Carolina,2691
84037127,Nash,North Carolina,4155
84037129,New Hanover,North Carolina,6490
84037131,Northampton,North Carolina,741
84037133,Onslow,North Carolina,4659
84037135,Orange,North Carolina,3660
84080037,Out of NC,North Carolina,0
84037137,Pamlico,North Carolina,372
84037139,Pasquotank,North Carolina,1020
84037141,Pender,North Carolina,1735
84037143,Perquimans,North Carolina,310
84037145,Person,North Carolina,875
84037147,Pitt,North Carolina,7317
84037149,Polk,North Carolina,451
84037151,Randolph,North Carolina,4930
84037153,Richmond,North Carolina,1738
84037155,Robeson,North Carolina,6965
84037157,Rockingham,North Carolina,2739
84037159,Rowan,North Carolina,5162
84037161,Rutherford,North Carolina,2148
84037163,Sampson,North Carolina,3399
84037165,Scotland,North Carolina,1845
84037167,Stanly,North Carolina,2776
84037169,Stokes,North Carolina,1020
84037171,Surry,North Carolina,2548
84037173,Swain,North Carolina,362
84037175,Transylvania,North Carolina,502
84037177,Tyrrell,North Carolina,138
84090037,Unassigned,North Carolina,388
84037179,Union,North Carolina,7181
84037181,Vance,North Carolina,1560
84037183,Wake,North Carolina,26089
84037185,Warren,North Carolina,581
84037187,Washington,North Carolina,294
84037189,Watauga,North Carolina,1700
84037191,Wayne,North Carolina,5403
84037193,Wilkes,North Carolina,2461
84037195,Wilson,North Carolina,3748
84037197,Yadkin,North Carolina,1357
84037199,Yancey,North Carolina,487
84038001,Adams,North Dakota,155
84038003,Barnes,North Dakota,892
84038005,Benson,North Dakota,716
84038007,Billings,North Dakota,39
84038009,Bottineau,North Dakota,490
84038011,Bowman,North Dakota,178
84038013,Burke,North Dakota,164
84038015,Burleigh,North Dakota,10892
84038017,Cass,North Dakota,15029
84038019,Cavalier,North Dakota,326
84038021,Dickey,North Dakota,512
84038023,Divide,North Dakota,117
84038025,Dunn,North Dakota,279
84038027,Eddy,North Dakota,338
84038029,Emmons,North Dakota,327
84038031,Foster,North Dakota,416
84038033,Golden Valley,North Dakota,148
84038035,Grand Forks,North Dakota,7604
84038037,Grant,North Dakota,146
84038039,Griggs,North Dakota,203
84038041,Hettinger,North Dakota,209
84038043,Kidder,North Dakota,174
84038045,LaMoure,North Dakota,334
84038047,Logan,North Dakota,151
84038049,McHenry,North Dakota,416
84038051,McIntosh,North Dakota,230
84038053,McKenzie,North Dakota,809
84038055,McLean,North Dakota,904
84038057,Mercer,North Dakota,795
84038059,Morton,North Dakota,3684
84038061,Mountrail,North Dakota,974
84038063,Nelson,North Dakota,323
84038065,Oliver,North Dakota,117
84080038,Out of ND,North Dakota,0
84038067,Pembina,North Dakota,556
84038069,Pierce,North Dakota,370
84038071,Ramsey,North Dakota,1013
84038073,Ransom,North Dakota,394
84038075,Renville,North Dakota,188
84038077,Richland,North Dakota,991
84038079,Rolette,North Dakota,1242
84038081,Sargent,North Dakota,257
84038083,Sheridan,North Dakota,73
84038085,Sioux,North Dakota,419
84038087,Slope,North Dakota,19
84038089,Stark,North Dakota,3283
84038091,Steele,North Dakota,110
84038093,Stutsman,North Dakota,2317
84038095,Towner,North Dakota,197
84038097,Traill,North Dakota,634
84090038,Unassigned,North Dakota,0
84038099,Walsh,North Dakota,1329
84038101,Ward,North Dakota,6950
84038103,Wells,North Dakota,288
84038105,Williams,North Dakota,2819
580,,Northern Mariana Islands,103
84039001,Adams,Ohio,700
84039003,Allen,Ohio,4410
84039005,Ashland,Ohio,945
84039007,Ashtabula,Ohio,1981
84039009,Athens,Ohio,1773
84039011,Auglaize,Ohio,2159
84039013,Belmont,Ohio,1503
84039015,Brown,Ohio,908
84039017,Butler,Ohio,13913
84039019,Carroll,Ohio,406
84039021,Champaign,Ohio,872
84039023,Clark,Ohio,4799
84039025,Clermont,Ohio,5317
84039027,Clinton,Ohio,990
84039029,Columbiana,Ohio,3240
84039031,Coshocton,Ohio,777
84039033,Crawford,Ohio,1115
84039035,Cuyahoga,Ohio,32905
84039037,Darke,Ohio,2049
84039039,Defiance,Ohio,1302
84039041,Delaware,Ohio,5048
84039043,Erie,Ohio,1983
84039045,Fairfield,Ohio,4891
84039047,Fayette,Ohio,857
84039049,Franklin,Ohio,47321
84039051,Fulton,Ohio,1162
84039053,Gallia,Ohio,671
84039055,Geauga,Ohio,1814
84039057,Greene,Ohio,4812
84039059,Guernsey,Ohio,783
84039061,Hamilton,Ohio,28270
84039063,Hancock,Ohio,2221
84039065,Hardin,Ohio,811
84039067,Harrison,Ohio,176
84039069,Henry,Ohio,927
84039071,Highland,Ohio,947
84039073,Hocking,Ohio,569
84039075,Holmes,Ohio,1346
84039077,Huron,Ohio,1359
84039079,Jackson,Ohio,863
84039081,Jefferson,Ohio,973
84039083,Knox,Ohio,1147
84039085,Lake,Ohio,5991
84039087,Lawrence,Ohio,1774
84039089,Licking,Ohio,4948
84039091,Logan,Ohio,1134
84039093,Lorain,Ohio,5644
84039095,Lucas,Ohio,13263
84039097,Madison,Ohio,1470
84039099,Mahoning,Ohio,6643
84039101,Marion,Ohio,4462
84039103,Medina,Ohio,3941
84039105,Meigs,Ohio,360
84039107,Mercer,Ohio,2785
84039109,Miami,Ohio,3875
84039111,Monroe,Ohio,287
84039113,Montgomery,Ohio,18559
84039115,Morgan,Ohio,233
84039117,Morrow,Ohio,807
84039119,Muskingum,Ohio,2222
84039121,Noble,Ohio,552
84039123,Ottawa,Ohio,1124
84080039,Out of OH,Ohio,0
84039125,Paulding,Ohio,602
84039127,Perry,Ohio,716
84039129,Pickaway,Ohio,3846
84039131,Pike,Ohio,686
84039133,Portage,Ohio,3128
84039135,Preble,Ohio,1395
84039137,Putnam,Ohio,2162
84039139,Richland,Ohio,2840
84039141,Ross,Ohio,2319
84039143,Sandusky,Ohio,1409
84039145,Scioto,Ohio,1804
84039147,Seneca,Ohio,1616
84039149,Shelby,Ohio,1709
84039151,Stark,Ohio,7859
84039153,Summit,Ohio,12143
84039155,Trumbull,Ohio,4838
84039157,Tuscarawas,Ohio,2943
84090039,Unassigned,Ohio,0
84039159,Union,Ohio,1744
84039161,Van Wert,Ohio,839
84039163,Vinton,Ohio,202
84039165,Warren,Ohio,7543
84039167,Washington,Ohio,1079
84039169,Wayne,Ohio,2961
84039171,Williams,Ohio,983
84039173,Wood,Ohio,4167
84039175,Wyandot,Ohio,664
84040001,Adair,Oklahoma,1129
84040003,Alfalfa,Oklahoma,278
84040005,Atoka,Oklahoma,767
84040007,Beaver,Oklahoma,157
84040009,Beckham,Oklahoma,1159
84040011,Blaine,Oklahoma,317
84040013,Bryan,Oklahoma,2563
84040015,Caddo,Oklahoma,1594
84040017,Canadian,Oklahoma,6081
84040019,Carter,Oklahoma,1381
84040021,Cherokee,Oklahoma,2013
84040023,Choctaw,Oklahoma,637
84040025,Cimarron,Oklahoma,63
84040027,Cleveland,Oklahoma,11418
84040029,Coal,Oklahoma,244
84040031,Comanche,Oklahoma,3988
84040033,Cotton,Oklahoma,182
84040035,Craig,Oklahoma,836
84040037,Creek,Oklahoma,2308
84040039,Custer,Oklahoma,1635
84040041,Delaware,Oklahoma,1740
84040043,Dewey,Oklahoma,161
84040045,Ellis,Oklahoma,112
84040047,Garfield,Oklahoma,3290
84040049,Garvin,Oklahoma,1384
84040051,Grady,Oklahoma,2344
84040053,Grant,Oklahoma,187
84040055,Greer,Oklahoma,217
84040057,Harmon,Oklahoma,96
84040059,Harper,Oklahoma,146
84040061,Haskell,Oklahoma,601
84040063,Hughes,Oklahoma,546
84040065,Jackson,Oklahoma,1638
84040067,Jefferson,Oklahoma,166
84040069,Johnston,Oklahoma,466
84040071,Kay,Oklahoma,1513
84040073,Kingfisher,Oklahoma,788
84040075,Kiowa,Oklahoma,288
84040077,Latimer,Oklahoma,293
84040079,Le Flore,Oklahoma,2244
84040081,Lincoln,Oklahoma,1173
84040083,Logan,Oklahoma,1233
84040085,Love,Oklahoma,496
84040093,Major,Oklahoma,376
84040095,Marshall,Oklahoma,601
84040097,Mayes,Oklahoma,1386
84040087,McClain,Oklahoma,2150
84040089,McCurtain,Oklahoma,2177
84040091,McIntosh,Oklahoma,737
84040099,Murray,Oklahoma,540
84040101,Muskogee,Oklahoma,3802
84040103,Noble,Oklahoma,364
84040105,Nowata,Oklahoma,372
84040107,Okfuskee,Oklahoma,891
84040109,Oklahoma,Oklahoma,34709
84040111,Okmulgee,Oklahoma,1647
84040113,Osage,Oklahoma,1822
84040115,Ottawa,Oklahoma,1601
84080040,Out of OK,Oklahoma,0
84040117,Pawnee,Oklahoma,502
84040119,Payne,Oklahoma,3833
84040121,Pittsburg,Oklahoma,1745
84040123,Pontotoc,Oklahoma,1644
84040125,Pottawatomie,Oklahoma,3054
84040127,Pushmataha,Oklahoma,389
84040129,Roger Mills,Oklahoma,135
84040131,Rogers,Oklahoma,3624
84040133,Seminole,Oklahoma,1141
84040135,Sequoyah,Oklahoma,1684
84040137,Stephens,Oklahoma,1369
84040139,Texas,Oklahoma,2193
84040141,Tillman,Oklahoma,275
84040143,Tulsa,Oklahoma,29516
84090040,Unassigned,Oklahoma,89
84040145,Wagoner,Oklahoma,2511
84040147,Washington,Oklahoma,1790
84040149,Washita,Oklahoma,315
84040151,Woods,Oklahoma,417
84040153,Woodward,Oklahoma,1651
84041001,Baker,Oregon,257
84041003,Benton,Oregon,702
84041005,Clackamas,Oregon,5146
84041007,Clatsop,Oregon,326
84041009,Columbia,Oregon,415
84041011,Coos,Oregon,374
84041013,Crook,Oregon,184
84041015,Curry,Oregon,105
84041017,Deschutes,Oregon,1874
84041019,Douglas,Oregon,793
84041021,Gilliam,Oregon,21
84041023,Grant,Oregon,109
84041025,Harney,Oregon,86
84041027,Hood River,Oregon,355
84041029,Jackson,Oregon,3302
84041031,Jefferson,Oregon,757
84041033,Josephine,Oregon,417
84041035,Klamath,Oregon,632
84041037,Lake,Oregon,92
84041039,Lane,Oregon,3758
84041041,Lincoln,Oregon,562
84041043,Linn,Oregon,1233
84041045,Malheur,Oregon,2292
84041047,Marion,Oregon,8145
84041049,Morrow,Oregon,612
84041051,Multnomah,Oregon,14472
84080041,Out of OR,Oregon,0
84041053,Polk,Oregon,1025
84041055,Sherman,Oregon,23
84041057,Tillamook,Oregon,111
84041059,Umatilla,Oregon,4052
84090041,Unassigned,Oregon,0
84041061,Union,Oregon,686
84041063,Wallowa,Oregon,70
84041065,Wasco,Oregon,461
84041067,Washington,Oregon,8687
84041069,Wheeler,Oregon,2
84041071,Yamhill,Oregon,1530
84042001,Adams,Pennsylvania,1666
84042003,Allegheny,Pennsylvania,23121
84042005,Armstrong,Pennsylvania,1496
84042007,Beaver,Pennsylvania,3243
84042009,Bedford,Pennsylvania,1147
84042011,Berks,Pennsylvania,12379
84042013,Blair,Pennsylvania,3200
84042015,Bradford,Pennsylvania,1626
84042017,Bucks,Pennsylvania,14794
84042019,Butler,Pennsylvania,3536
84042021,Cambria,Pennsylvania,2995
84042023,Cameron,Pennsylvania,18
84042025,Carbon,Pennsylvania,1028
84042027,Centre,Pennsylvania,5582
84042029,Chester,Pennsylvania,10505
84042031,Clarion,Pennsylvania,684
84042033,Clearfield,Pennsylvania,1146
84042035,Clinton,Pennsylvania,508
84042037,Columbia,Pennsylvania,1338
84042039,Crawford,Pennsylvania,1420
84042041,Cumberland,Pennsylvania,4133
84042043,Dauphin,Pennsylvania,6756
84042045,Delaware,Pennsylvania,18172
84042047,Elk,Pennsylvania,419
84042049,Erie,Pennsylvania,4268
84042051,Fayette,Pennsylvania,1643
84042053,Forest,Pennsylvania,55
84042055,Franklin,Pennsylvania,3667
84042057,Fulton,Pennsylvania,207
84042059,Greene,Pennsylvania,580
84042061,Huntingdon,Pennsylvania,1519
84042063,Indiana,Pennsylvania,2132
84042065,Jefferson,Pennsylvania,538
84042067,Juniata,Pennsylvania,569
84042069,Lackawanna,Pennsylvania,4665
84042071,Lancaster,Pennsylvania,13770
84042073,Lawrence,Pennsylvania,1818
84042075,Lebanon,Pennsylvania,4519
84042077,Lehigh,Pennsylvania,9694
84042079,Luzerne,Pennsylvania,8156
84042081,Lycoming,Pennsylvania,1660
84042083,McKean,Pennsylvania,341
84042085,Mercer,Pennsylvania,2263
84042087,Mifflin,Pennsylvania,1279
84042089,Monroe,Pennsylvania,2844
84042091,Montgomery,Pennsylvania,19213
84042093,Montour,Pennsylvania,404
84042095,Northampton,Pennsylvania,7666
84042097,Northumberland,Pennsylvania,2188
84080042,Out of PA,Pennsylvania,0
84042099,Perry,Pennsylvania,566
84042101,Philadelphia,Pennsylvania,59081
84042103,Pike,Pennsylvania,789
84042105,Potter,Pennsylvania,134
84042107,Schuylkill,Pennsylvania,3331
84042109,Snyder,Pennsylvania,843
84042111,Somerset,Pennsylvania,1365
84042113,Sullivan,Pennsylvania,43
84042115,Susquehanna,Pennsylvania,548
84042117,Tioga,Pennsylvania,719
84090042,Unassigned,Pennsylvania,0
84042119,Union,Pennsylvania,1234
84042121,Venango,Pennsylvania,701
84042123,Warren,Pennsylvania,154
84042125,Washington,Pennsylvania,3713
84042127,Wayne,Pennsylvania,391
84042129,Westmoreland,Pennsylvania,7315
84042131,Wyoming,Pennsylvania,388
84042133,York,Pennsylvania,9103
63072001,Adjuntas,Puerto Rico,141
63072003,Aguada,Puerto Rico,362
63072005,Aguadilla,Puerto Rico,423
63072007,Aguas Buenas,Puerto Rico,300
63072009,Aibonito,Puerto Rico,136
63072011,Anasco,Puerto Rico,257
63072013,Arecibo,Puerto Rico,849
63072015,Arroyo,Puerto Rico,74
63072017,Barceloneta,Puerto Rico,249
63072019,Barranquitas,Puerto Rico,386
63072021,Bayamon,Puerto Rico,3716
63072023,Cabo Rojo,Puerto Rico,239
63072025,Caguas,Puerto Rico,1877
63072027,Camuy,Puerto Rico,336
63072029,Canovanas,Puerto Rico,655
63072031,Carolina,Puerto Rico,3250
63072033,Catano,Puerto Rico,433
63072035,Cayey,Puerto Rico,304
63072037,Ceiba,Puerto Rico,97
63072039,Ciales,Puerto Rico,296
63072041,Cidra,Puerto Rico,346
63072043,Coamo,Puerto Rico,224
63072045,Comerio,Puerto Rico,204
63072047,Corozal,Puerto Rico,562
63072049,Culebra,Puerto Rico,20
63072051,Dorado,Puerto Rico,727
63072053,Fajardo,Puerto Rico,373
63072054,Florida,Puerto Rico,175
63072055,Guanica,Puerto Rico,83
63072057,Guayama,Puerto Rico,221
63072059,Guayanilla,Puerto Rico,102
63072061,Guaynabo,Puerto Rico,1743
63072063,Gurabo,Puerto Rico,634
63072065,Hatillo,Puerto Rico,323
63072067,Hormigueros,Puerto Rico,150
63072069,Humacao,Puerto Rico,502
63072071,Isabela,Puerto Rico,320
63072073,Jayuya,Puerto Rico,116
63072075,Juana Diaz,Puerto Rico,328
63072077,Juncos,Puerto Rico,493
63072079,Lajas,Puerto Rico,82
63072081,Lares,Puerto Rico,242
63072083,Las Marias,Puerto Rico,77
63072085,Las Piedras,Puerto Rico,487
63072087,Loiza,Puerto Rico,322
63072089,Luquillo,Puerto Rico,197
63072091,Manati,Puerto Rico,446
63072093,Maricao,Puerto Rico,50
63072095,Maunabo,Puerto Rico,80
63072097,Mayaguez,Puerto Rico,644
63072099,Moca,Puerto Rico,395
63072101,Morovis,Puerto Rico,475
63072103,Naguabo,Puerto Rico,304
63072105,Naranjito,Puerto Rico,486
63072107,Orocovis,Puerto Rico,292
63072888,Out of PR,Puerto Rico,172
63072109,Patillas,Puerto Rico,92
63072111,Penuelas,Puerto Rico,132
63072113,Ponce,Puerto Rico,844
63072115,Quebradillas,Puerto Rico,246
63072117,Rincon,Puerto Rico,137
63072119,Rio Grande,Puerto Rico,608
63072121,Sabana Grande,Puerto Rico,106
63072123,Salinas,Puerto Rico,214
63072125,San German,Puerto Rico,177
63072127,San Juan,Puerto Rico,7992
63072129,San Lorenzo,Puerto Rico,587
63072131,San Sebastian,Puerto Rico,429
63072133,Santa Isabel,Puerto Rico,111
63072135,Toa Alta,Puerto Rico,1374
63072137,Toa Baja,Puerto Rico,1437
63072139,Trujillo Alto,Puerto Rico,1250
63072999,Unassigned,Puerto Rico,1149
63072141,Utuado,Puerto Rico,211
63072143,Vega Alta,Puerto Rico,651
63072145,Vega Baja,Puerto Rico,1012
63072147,Vieques,Puerto Rico,25
63072149,Villalba,Puerto Rico,313
63072151,Yabucoa,Puerto Rico,274
63072153,Yauco,Puerto Rico,286
84044001,Bristol,Rhode Island,1044
84044003,Kent,Rhode Island,4152
84044005,Newport,Rhode Island,1046
84080044,Out of RI,Rhode Island,0
84044007,Providence,Rhode Island,31512
84090044,Unassigned,Rhode Island,8356
84044009,Washington,Rhode Island,1891
84045001,Abbeville,South Carolina,906
84045003,Aiken,South Carolina,6015
84045005,Allendale,South Carolina,441
84045007,Anderson,South Carolina,7473
84045009,Bamberg,South Carolina,726
84045011,Barnwell,South Carolina,949
84045013,Beaufort,South Carolina,6866
84045015,Berkeley,South Carolina,6874
84045017,Calhoun,South Carolina,545
84045019,Charleston,South Carolina,19178
84045021,Cherokee,South Carolina,1963
84045023,Chester,South Carolina,1462
84045025,Chesterfield,South Carolina,1686
84045027,Clarendon,South Carolina,1318
84045029,Colleton,South Carolina,1448
84045031,Darlington,South Carolina,2897
84045033,Dillon,South Carolina,1473
84045035,Dorchester,South Carolina,5527
84045037,Edgefield,South Carolina,1121
84045039,Fairfield,South Carolina,1002
84045041,Florence,South Carolina,6373
84045043,Georgetown,South Carolina,2678
84045045,Greenville,South Carolina,22166
84045047,Greenwood,South Carolina,2935
84045049,Hampton,South Carolina,844
84045051,Horry,South Carolina,14153
84045053,Jasper,South Carolina,1036
84045055,Kershaw,South Carolina,2853
84045057,Lancaster,South Carolina,3277
84045059,Laurens,South Carolina,2354
84045061,Lee,South Carolina,854
84045063,Lexington,South Carolina,10804
84045067,Marion,South Carolina,1284
84045069,Marlboro,South Carolina,1336
84045065,McCormick,South Carolina,320
84045071,Newberry,South Carolina,2032
84045073,Oconee,South Carolina,3019
84045075,Orangeburg,South Carolina,3660
84080045,Out of SC,South Carolina,0
84045077,Pickens,South Carolina,5853
84045079,Richland,South Carolina,19559
84045081,Saluda,South Carolina,782
84045083,Spartanburg,South Carolina,11468
84045085,Sumter,South Carolina,4036
84090045,Unassigned,South Carolina,0
84045087,Union,South Carolina,984
84045089,Williamsburg,South Carolina,1593
84045091,York,South Carolina,8895
84046003,Aurora,South Dakota,325
84046005,Beadle,South Dakota,2129
84046007,Bennett,South Dakota,299
84046009,Bon Homme,South Dakota,1301
84046011,Brookings,South Dakota,2222
84046013,Brown,South Dakota,3213
84046015,Brule,South Dakota,517
84046017,Buffalo,South Dakota,359
84046019,Butte,South Dakota,646
84046021,Campbell,South Dakota,97
84046023,Charles Mix,South Dakota,744
84046025,Clark,South Dakota,224
84046027,Clay,South Dakota,1214
84046029,Codington,South Dakota,2450
84046031,Corson,South Dakota,343
84046033,Custer,South Dakota,484
84046035,Davison,South Dakota,2197
84046037,Day,South Dakota,310
84046039,Deuel,South Dakota,277
84046041,Dewey,South Dakota,730
84046043,Douglas,South Dakota,272
84046045,Edmunds,South Dakota,226
84046047,Fall River,South Dakota,343
84046049,Faulk,South Dakota,271
84046051,Grant,South Dakota,539
84046053,Gregory,South Dakota,402
84046055,Haakon,South Dakota,131
84046057,Hamlin,South Dakota,427
84046059,Hand,South Dakota,264
84046061,Hanson,South Dakota,211
84046063,Harding,South Dakota,64
84046065,Hughes,South Dakota,1513
84046067,Hutchinson,South Dakota,499
84046069,Hyde,South Dakota,112
84046071,Jackson,South Dakota,185
84046073,Jerauld,South Dakota,229
84046075,Jones,South Dakota,55
84046077,Kingsbury,South Dakota,397
84046079,Lake,South Dakota,760
84046081,Lawrence,South Dakota,1790
84046083,Lincoln,South Dakota,4921
84046085,Lyman,South Dakota,422
84046091,Marshall,South Dakota,143
84046087,McCook,South Dakota,551
84046089,McPherson,South Dakota,129
84046093,Meade,South Dakota,1553
84046095,Mellette,South Dakota,152
84046097,Miner,South Dakota,181
84046099,Minnehaha,South Dakota,18533
84046101,Moody,South Dakota,378
84046102,Oglala Lakota,South Dakota,1518
84080046,Out of SD,South Dakota,0
84046103,Pennington,South Dakota,7679
84046105,Perkins,South Dakota,153
84046107,Potter,South Dakota,236
84046109,Roberts,South Dakota,634
84046111,Sanborn,South Dakota,238
84046115,Spink,South Dakota,506
84046117,Stanley,South Dakota,212
84046119,Sully,South Dakota,84
84046121,Todd,South Dakota,816
84046123,Tripp,South Dakota,441
84046125,Turner,South Dakota,751
84090046,Unassigned,South Dakota,0
84046127,Union,South Dakota,1148
84046129,Walworth,South Dakota,431
84046135,Yankton,South Dakota,1474
84046137,Ziebach,South Dakota,159
84047001,Anderson,Tennessee,2650
84047003,Bedford,Tennessee,2458
84047005,Benton,Tennessee,727
84047007,Bledsoe,Tennessee,1135
84047009,Blount,Tennessee,4963
84047011,Bradley,Tennessee,4712
84047013,Campbell,Tennessee,1421
84047015,Cannon,Tennessee,678
84047017,Carroll,Tennessee,1590
84047019,Carter,Tennessee,2474
84047021,Cheatham,Tennessee,1450
84047023,Chester,Tennessee,969
84047025,Claiborne,Tennessee,734
84047027,Clay,Tennessee,520
84047029,Cocke,Tennessee,1512
84047031,Coffee,Tennessee,2582
84047033,Crockett,Tennessee,1101
84047035,Cumberland,Tennessee,2365
84047037,Davidson,Tennessee,40119
84047041,DeKalb,Tennessee,1072
84047039,Decatur,Tennessee,897
84047043,Dickson,Tennessee,2628
84047045,Dyer,Tennessee,3036
84047047,Fayette,Tennessee,2105
84047049,Fentress,Tennessee,1151
84047051,Franklin,Tennessee,1874
84047053,Gibson,Tennessee,2919
84047055,Giles,Tennessee,1328
84047057,Grainger,Tennessee,877
84047059,Greene,Tennessee,2741
84047061,Grundy,Tennessee,727
84047063,Hamblen,Tennessee,3214
84047065,Hamilton,Tennessee,15557
84047067,Hancock,Tennessee,140
84047069,Hardeman,Tennessee,2183
84047071,Hardin,Tennessee,1695
84047073,Hawkins,Tennessee,1749
84047075,Haywood,Tennessee,1576
84047077,Henderson,Tennessee,1758
84047079,Henry,Tennessee,1384
84047081,Hickman,Tennessee,1089
84047083,Houston,Tennessee,564
84047085,Humphreys,Tennessee,631
84047087,Jackson,Tennessee,652
84047089,Jefferson,Tennessee,2086
84047091,Johnson,Tennessee,1356
